title,authors,publish_date,journal_name,doi,citations
"Social exclusion and the perspectives of health care providers on migrants in Gauteng public health facilities, South Africa","Janine A. White, Duane Blaauw, Laetitia C. Rispel",published 28 Dec 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0244080,16
"Gender gaps in research productivity and recognition among elite scientists in the U.S., Canada, and South Africa","Creso Sá, Summer Cowley, Magdalena Martinez, Nadiia Kachynska, Emma Sabzalieva",published 29 Oct 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0240903,52
"Mapping awareness of breast and cervical cancer risk factors, symptoms and lay beliefs in Uganda and South Africa","J. Moodley, D. Constant, A. D. Mwaka, S. E. Scott, F. M. Walter",published 22 Oct 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0240788,24
The implementation of a rapid sample preparation method for the detection of SARS-CoV-2 in a diagnostic laboratory in South Africa,"Gert Marais, Michelle Naidoo, Nei-yuan Hsiao, Ziyaad Valley-Omar, Heidi Smuts, Diana Hardie",published 20 Oct 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0241029,18
"The cost of a school based mass treatment of schistosomiasis in Ugu District, KwaZulu Natal, South Africa in 2012","A. Maphumulo, O. Mahomed, B. Vennervald, S. G. Gundersen, M. Taylor, E. F. Kjetland",published 04 Jun 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0232867,3
Prevalence and distribution of antimicrobial resistance determinants of,"Ishmael Festus Jaja, James Oguttu, Chinwe-Juliana Iwu Jaja, Ezekiel Green",published 26 May 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0216914,24
"A Late Holocene community burial area: Evidence of diverse mortuary practices in the Western Cape, South Africa","Susan Pfeiffer, Judith Sealy, Lesley Harrington, Emma Loftus, Tim Maggs",published 16 Apr 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0230391,9
The geographic distribution of priority population groups for the elimination of mother-to-child transmission of HIV in South Africa,"Faith Moyo, Ahmad Haeri Mazanderani, Tendesayi Kufa, Gayle G. Sherman",published 08 Apr 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0231228,7
"Time of HIV diagnosis, CD4 count and viral load at antenatal care start and delivery in South Africa","Dorina Onoya, Cornelius Nattey, Nelly Jinga, Constance Mongwenyana, Gayle Sherman",published 13 Feb 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0229111,4
Same-day antiretroviral therapy initiation for HIV-infected adults in South Africa: Analysis of routine data,"Rivka R. Lilian, Kate Rees, James A. McIntyre, Helen E. Struthers, Remco P. H. Peters",published 14 Jan 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0227572,75
"Usability assessment of seven HIV self-test devices conducted with lay-users in Johannesburg, South Africa","Mohammed Majam, Laura Mazzola, Naleni Rhagnath, Samanta T. Lalla-Edward, Raees Mahomed, Willem Daniel Francois Venter, Alex Emilio Fischer",published 14 Jan 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0227198,31
Process elements contributing to community mobilization for HIV risk reduction and gender equality in rural South Africa,"Catherine MacPhail, Nomhle Khoza, Sarah Treves-Kagan, Amanda Selin, Xavier Gómez-Olivé, Dean Peacock, Dumisani Rebombo, Rhian Twine, Suzanne Maman, Kathleen Kahn, Stephanie M. DeLong, Lauren M. Hill, Sheri A. Lippman, Audrey Pettifor",published 02 Dec 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0225694,6
"Assessing the potential of plains zebra to maintain African horse sickness in the Western Cape Province, South Africa","Thibaud Porphyre, John D. Grewar",published 31 Oct 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0222366,9
"Exclusive breastfeeding policy, practice and influences in South Africa, 1980 to 2018: A mixed-methods systematic review","Sara Jewett Nieuwoudt, Christian B. Ngandu, Lenore Manderson, Shane A. Norris",published 18 Oct 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0224029,34
"The efficacy of a brief intervention to reduce alcohol use in persons with HIV in South Africa, a randomized clinical trial","Diana Huis in ‘t Veld, Chellafe Ensoy-Musoro, Supa Pengpid, Karl Peltzer, Robert Colebunders",published 20 Aug 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0220799,28
Prehospital providers’ perspectives for clinical practice guideline implementation and dissemination: Strengthening guideline uptake in South Africa,"Michael McCaul, Lynn Hendricks, Raveen Naidoo",published 22 Jul 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0219761,6
"Patient experiences of ART adherence clubs in Khayelitsha and Gugulethu, Cape Town, South Africa: A qualitative study","Emilie Venables, Catriona Towriss, Zanele Rini, Xoliswa Nxiba, Tali Cassidy, Sindiso Tutu, Anna Grimsrud, Landon Myer, Lynne Wilkinson",published 20 Jun 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0218340,37
Feasibility and robustness of an oral HIV self-test in a rural community in South-Africa: An observational diagnostic study,"Walter Devillé, Hugo Tempelman",published 15 Apr 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0215353,19
Improving estimates of district HIV prevalence and burden in South Africa using small area estimation techniques,"Steve Gutreuter, Ehimario Igumbor, Njeri Wabiri, Mitesh Desai, Lizette Durand",published 22 Feb 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0212445,32
"Time to review policy on screening for, and managing, hypertension in South Africa: Evidence from primary care","Margaret Thorogood, Jane Goudge, Chodziwadziwa Whiteson Kabudula, Felix Limbani, Jacqueline Roseleur, Francesc Xavier Gómez-Olivé",published 10 Jan 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0208983,4
Longitudinal patterns of unmet need for contraception among women living with HIV on antiretroviral therapy in South Africa,"Katherine B. Rucinski, Kimberly A. Powers, Sheree R. Schwartz, Brian W. Pence, Benjamin H. Chi, Vivian Black, Helen Rees, Audrey E. Pettifor",published 20 Dec 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0209114,16
Multi-scale multi-level marine spatial planning: A novel methodological approach applied in South Africa,"Erwann Lagabrielle, Amanda T. Lombard, Jean M. Harris, Tamsyn-Claire Livingstone",published 03 Jul 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0192582,27
Pathogenic factors associated with development of disseminated intravascular coagulopathy (DIC) in a tertiary academic hospital in South Africa,"Elizabeth S. Mayne, Anthony L. H. Mayne, Susan J. Louw",published 12 Apr 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0195793,9
Home range utilization by chacma baboon (,"Kerry Slater, Alan Barrett, Leslie R. Brown",published 29 Mar 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0194717,6
Expectations of medical specialists about image-based teleconsultation – A qualitative study on acute burns in South Africa,"Lisa Blom, Lucie Laflamme, Helle Mölsted Alvesson",published 15 Mar 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0194278,18
Depression and alcohol use disorder at antiretroviral therapy initiation led to disengagement from care in South Africa,"Cody Cichowitz, Noriah Maraba, Robin Hamilton, Salome Charalambous, Christopher J. Hoffmann",published 27 Dec 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0189820,28
"Continuing professional development for medical, nursing, and midwifery cadres in Malawi, Tanzania and South Africa: A qualitative evaluation","Caryl Feldacker, Jillian Pintye, Sheena Jacob, Michael H. Chung, Lyn Middleton, Jill Iliffe, H. Nina Kim",published 17 Oct 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0186074,50
"Spatial distribution of extensively drug-resistant tuberculosis (XDR TB) patients in KwaZulu-Natal, South Africa","Thandi Kapwata, Natashia Morris, Angela Campbell, Thuli Mthiyane, Primrose Mpangase, Kristin N. Nelson, Salim Allana, James C. M. Brust, Pravi Moodley, Koleka Mlisana, Neel R. Gandhi, N. Sarita Shah",published 13 Oct 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0181797,23
"Cross-sectional study of female sex workers in Soweto, South Africa: Factors associated with HIV infection","Jenny Coetzee, Rachel Jewkes, Glenda E. Gray",published 05 Oct 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0184775,45
A systematic review of sub-national food insecurity research in South Africa: Missed opportunities for policy insights,"Alison Misselhorn, Sheryl L. Hendriks",published 22 Aug 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0182399,61
A clinical scoring system to prioritise investigation for tuberculosis among adults attending HIV clinics in South Africa,"Yasmeen Hanifa, Katherine L. Fielding, Violet N. Chihota, Lungiswa Adonis, Salome Charalambous, Nicola Foster, Alan Karstaedt, Kerrigan McCarthy, Mark P. Nicol, Nontobeko T. Ndlovu, Edina Sinanovic, Faieza Sahid, Wendy Stevens, Anna Vassall, Gavin J. Churchyard, Alison D. Grant",published 03 Aug 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0181519,28
Effect of eliminating CD4-count thresholds on HIV treatment initiation in South Africa: An empirical modeling study,"Jacob Bor, Shahira Ahmed, Matthew P. Fox, Sydney Rosen, Gesine Meyer-Rath, Ingrid T. Katz, Frank Tanser, Deenan Pillay, Till Bärnighausen",published 15 Jun 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0178249,20
"A prospective study of the demographics, management and outcome of patients with acute kidney injury in Cape Town, South Africa","Thandiwe A. L. Dlamini, Peter J. Heering, Tawanda Chivese, Brian Rayner",published 01 Jun 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0177460,23
"Predictors of loss to follow-up among patients on ART at a rural hospital in KwaZulu-Natal, South Africa","Rachel Arnesen, Anthony P. Moll, Sheela V. Shenoi",published 24 May 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0177168,46
Community health worker perspectives on a new primary health care initiative in the Eastern Cape of South Africa,"Katherine Austin-Evelyn, Miriam Rabkin, Tonderayi Macheka, Anthony Mutiti, Judith Mwansa-Kambafwile, Thomas Dlamini, Wafaa M. El-Sadr",published 16 Mar 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0173863,54
"Tobacco Smoking and Tuberculosis among Men Living with HIV in Johannesburg, South Africa: A Case-Control Study","Liza Bronner Murrison, Neil Martinson, Rachael M. Moloney, Regina Msandiwa, Mondiwana Mashabela, Jonathan M. Samet, Jonathan E. Golub",published 28 Nov 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0167133,23
"Early Outcomes Of Decentralized Care for Rifampicin-Resistant Tuberculosis in Johannesburg, South Africa: An Observational Cohort Study","Rebecca Berhanu, Kathryn Schnippel, Erika Mohr, Kamban Hirasen, Denise Evans, Sydney Rosen, Ian Sanne",published 03 Nov 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0164974,16
Estimating Client Out-of-Pocket Costs for Accessing Voluntary Medical Male Circumcision in South Africa,"Michel Tchuenche, Vibhuti Haté, Dacia McPherson, Eurica Palmer, Ananthy Thambinayagam, Dayanund Loykissoonlal, Emmanuel Njeuhmeli, Steven Forsythe",published 26 Oct 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0164147,10
The Effect of Antiretroviral Treatment on Health Care Utilization in Rural South Africa: A Population-Based Cohort Study,"Jan A. C. Hontelez, Frank C. Tanser, Kevindra K. Naidu, Deenan Pillay, Till Bärnighausen",published 06 Jul 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0158015,11
Growth of HIV-Exposed Uninfected Infants in the First 6 Months of Life in South Africa: The IeDEA-SA Collaboration,"Erna Morden, Karl-Günter Technau, Janet Giddy, Nicola Maxwell, Olivia Keiser, Mary-Ann Davies",published 06 Apr 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0151762,21
"Caregivers’ Experiences of Pathways to Care for Seriously Ill Children in Cape Town, South Africa: A Qualitative Investigation","Caroline H. D. Jones, Alison Ward, Peter W. Hodkinson, Stephen J. Reid, Lee A. Wallis, Sian Harrison, Andrew C. Argent",published 30 Mar 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0151606,19
"Disparities in Beef Tapeworm Identification Rates in the Abattoirs of Gauteng Province, South Africa: A Descriptive Epidemiologic Study","Daniel Nenene Qekwana, James Wabwire Oguttu, Dries Venter, Agricola Odoi",published 23 Mar 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0151725,8
Uncontrolled Hypertension and Its Determinants in Patients with Concomitant Type 2 Diabetes Mellitus (T2DM) in Rural South Africa,"Oladele Vincent Adeniyi, Parimalaranie Yogeswaran, Benjamin Longo-Mbenza, Daniel Ter Goon",published 01 Mar 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0150033,76
"High Burden of Human Papillomavirus (HPV) Infection among Young Women in KwaZulu-Natal, South Africa","Sumayyah Ebrahim, Xolani K. Mndende, Ayesha B. M. Kharsany, Zizipho Z. A. Mbulawa, Vivek Naranbhai, Janet Frohlich, Lise Werner, Natasha Samsunder, Quarraisha Abdool Karim, Anna-Lise Williamson",published 19 Jan 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0146603,40
"Accuracy of Assessment of Eligibility for Early Medical Abortion by Community Health Workers in Ethiopia, India and South Africa","Heidi Bart Johnston, Bela Ganatra, My Huong Nguyen, Ndema Habib, Mesganaw Fantahun Afework, Jane Harries, Kirti Iyengar, Jennifer Moodley, Hailu Yeneneh Lema, Deborah Constant, Swapnaleen Sen",published 05 Jan 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0146305,12
The Impact and Cost-Effectiveness of a Four-Month Regimen for First-Line Treatment of Active Tuberculosis in South Africa,"Gwenan M. Knight, Gabriela B. Gomez, Peter J. Dodd, David Dowdy, Alice Zwerling, William A. Wells, Frank Cobelens, Anna Vassall, Richard G. White",published 30 Dec 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0145796,11
Alcohol Use and Transactional Sex among Women in South Africa: Results from a Nationally Representative Survey,"Sarah Magni, Nicola Christofides, Saul Johnson, Renay Weiner",published 18 Dec 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0145326,20
Prevalence and Characteristics of Hepatitis B Virus (HBV) Coinfection among HIV-Positive Women in South Africa and Botswana,"Philippa C. Matthews, Apostolos Beloukas, Amna Malik, Jonathan M. Carlson, Pieter Jooste, Anthony Ogwu, Roger Shapiro, Lynn Riddell, Fabian Chen, Graz Luzzi, Manjeetha Jaggernath, Gerald Jesuthasan, Katie Jeffery, Thumbi Ndung’u, Philip J. R. Goulder, Anna Maria Geretti, Paul Klenerman",published 28 Jul 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0134037,53
"Disruption of Rhino Demography by Poachers May Lead to Population Declines in Kruger National Park, South Africa","Sam M. Ferreira, Cathy Greaver, Grant A. Knight, Mike H. Knight, Izak P. J. Smit, Danie Pienaar",published 29 Jun 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0127783,66
Roles of Spatial Scale and Rarity on the Relationship between Butterfly Species Richness and Human Density in South Africa,"Silvia Mecenero, Res Altwegg, Jonathan F. Colville, Colin M. Beale",published 27 Apr 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0124327,8
"The Impact of Gender Norms on Condom Use among HIV-Positive Adults in KwaZulu-Natal, South Africa","Kristin Fladseth, Mitzy Gafos, Marie Louise Newell, Nuala McGrath",published 08 Apr 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0122671,40
"Mortality amongst Patients with Influenza-Associated Severe Acute Respiratory Illness, South Africa, 2009-2013","Cheryl Cohen, Jocelyn Moyes, Stefano Tempia, Michelle Groome, Sibongile Walaza, Marthi Pretorius, Halima Dawood, Meera Chhagan, Summaya Haffejee, Ebrahim Variava, Kathleen Kahn, Anne von Gottberg, Nicole Wolter, Adam L. Cohen, Babatyi Malope-Kgokong, Marietjie Venter, Shabir A. Madhi",published 18 Mar 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0118884,76
Tuberculosis and Hepatic Steatosis Are Prevalent Liver Pathology Findings among HIV-Infected Patients in South Africa,"Christopher J. Hoffmann, Jennifer D. Hoffmann, Caroline Kensler, Martin van der Watt, Tanvier Omar, Richard E. Chaisson, Neil A. Martinson, Ebrahim Variava",published 10 Feb 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0117813,15
"The Association between Childhood Environmental Exposures and the Subsequent Development of Crohn's Disease in the Western Cape, South Africa","Abigail Basson, Rina Swart, Esme Jordaan, Mikateko Mazinu, Gillian Watermeyer",published 16 Dec 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0115492,14
Outcome of Patients with Primary Immune-Complex Type Mesangiocapillary Glomerulonephritis (MCGN) in Cape Town South Africa,"Ikechi G. Okpechi, Thandiwe A. L. Dlamini, Maureen Duffield, Brian L. Rayner, George Moturi, Charles R. Swanepoel",published 20 Nov 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0113302,6
A New Species of,"David J. Gower, P. John Hancox, Jennifer Botha-Brink, Andrey G. Sennikov, Richard J. Butler",published 11 Nov 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0111154,42
High Uptake of Systematic HIV Counseling and Testing and TB Symptom Screening at a Primary Care Clinic in South Africa,"Annelies Van Rie, Kate Clouse, Colleen Hanrahan, Katerina Selibas, Ian Sanne, Sharon Williams, Peter Kim, Jean Bassett",published 30 Sep 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0105428,9
"The Sexual Risk Context among the FEM-PrEP Study Population in Bondo, Kenya and Pretoria, South Africa","Jennifer Headley, Ansley Lemons, Amy Corneli, Kawango Agot, Khatija Ahmed, Meng Wang, Jacob Odhiambo, Joseph Skhosana, Jenae Tharaldson, Lut Van Damme, Kathleen MacQueen, for the FEM-PrEP Study Group",published 17 Sep 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0106410,12
